Source,Target,Traffic
WorldWideWeb,SK7701P,2
WorldWideWeb,ADA06,2
WorldWideWeb,PDT00337,2
WorldWideWeb,AT170N,2
WorldWideWeb,4651L19J,2
WorldWideWeb,AT100N,2
WorldWideWeb,RB50100,2
WorldWideWeb,OFF_FR_377,2
WorldWideWeb,OFF_FR_292,2
WorldWideWeb,R555PN,2
WorldWideWeb,AGR14010,2
WorldWideWeb,PDT00380,2
WorldWideWeb,COL213,2
WorldWideWeb,PDT01962,2
WorldWideWeb,AD66B,2
WorldWideWeb,ND2132B,2
WorldWideWeb,MFC522,2
WorldWideWeb,MFC720,2
WorldWideWeb,MFC530,2
WorldWideWeb,MFC539,2
WorldWideWeb,MFC309,2
WorldWideWeb,34C,2
WorldWideWeb,MFC20,2
WorldWideWeb,PDT278580,2
WorldWideWeb,OFF_FR_039,2
WorldWideWeb,DPOLY,2
WorldWideWeb,C155020,2
WorldWideWeb,MFC519W,2
WorldWideWeb,MFC203,2
WorldWideWeb,PDT01846,2
WorldWideWeb,PDT00387,2
WorldWideWeb,MFC216RK,2
WorldWideWeb,STC3013,2
WorldWideWeb,PDT02496,2
WorldWideWeb,PDT00582,2
WorldWideWeb,OFF_FR_1865,2
WorldWideWeb,STB73K,2
WorldWideWeb,BRA122,2
WorldWideWeb,BRA156,2
WorldWideWeb,BRA82CB,2
WorldWideWeb,LIM3,2
WorldWideWeb,LIM25BLA,2
WorldWideWeb,CELLOROU,2
WorldWideWeb,DRI20,2
WorldWideWeb,14296,2
WorldWideWeb,PDT02225,2
WorldWideWeb,SM26590BK,2
WorldWideWeb,15026GN,2
WorldWideWeb,18546NL,2
WorldWideWeb,LDP170R,2
WorldWideWeb,OMEGAXLJ,2
WorldWideWeb,SCPRC,2
WorldWideWeb,EZLOC16,2
WorldWideWeb,SCEL1,2
WorldWideWeb,DPRW,2
WorldWideWeb,SGB252,2
WorldWideWeb,cms_000050,2
WorldWideWeb,C9910,2
WorldWideWeb,CLA100,2
WorldWideWeb,PDT00303,2
WorldWideWeb,ECB15,2
WorldWideWeb,RBK105,2
WorldWideWeb,QB03,2
WorldWideWeb,BOR17,2
WorldWideWeb,QB20,2
WorldWideWeb,BOR240,2
WorldWideWeb,BOR250,2
WorldWideWeb,BOR260,2
WorldWideWeb,BEP150,2
WorldWideWeb,BEP260,2
WorldWideWeb,BBA41,2
WorldWideWeb,BEP360,2
WorldWideWeb,QB110,2
WorldWideWeb,RPT104,2
WorldWideWeb,RPT106,2
WorldWideWeb,RPT110,2
WorldWideWeb,RPT108D,2
WorldWideWeb,RPT00A,2
WorldWideWeb,RPT08,2
WorldWideWeb,RPT13,2
WorldWideWeb,RPT15,2
WorldWideWeb,RPT17,2
WorldWideWeb,RPT17B,2
WorldWideWeb,RPT17D,2
WorldWideWeb,RPT19,2
WorldWideWeb,RPT20B,2
WorldWideWeb,RPT24,2
WorldWideWeb,RPT21B,2
WorldWideWeb,ST10,2
WorldWideWeb,RPM33,2
WorldWideWeb,RPM36B,2
WorldWideWeb,RPM20,2
WorldWideWeb,RPM01,2
WorldWideWeb,RPM04,2
WorldWideWeb,F100,2
WorldWideWeb,GP65620T,2
WorldWideWeb,QP3R,2
WorldWideWeb,TUB523,2
WorldWideWeb,TUB405,2
WorldWideWeb,TRB911B,2
WorldWideWeb,EC80C,2
WorldWideWeb,RPT01A,2
WorldWideWeb,RPT06B,2
WorldWideWeb,RPT21D,2
WorldWideWeb,BOC44,2
WorldWideWeb,BOC62,2
WorldWideWeb,BOC64,2
WorldWideWeb,BOC12,2
WorldWideWeb,BOC31,2
WorldWideWeb,BOC514,2
WorldWideWeb,BOC533,2
WorldWideWeb,BOC518,2
WorldWideWeb,CHV15P,2
WorldWideWeb,CHV225,2
WorldWideWeb,CHV226,2
WorldWideWeb,CHV11,2
WorldWideWeb,CHV20,2
WorldWideWeb,CHV29,2
WorldWideWeb,OFF_FR_1586,2
WorldWideWeb,BL49,2
WorldWideWeb,BL50,2
WorldWideWeb,BL15,2
WorldWideWeb,BL20,2
WorldWideWeb,BL13,2
WorldWideWeb,BL13B,2
WorldWideWeb,BL164,2
WorldWideWeb,BL117,2
WorldWideWeb,ACCO100,2
WorldWideWeb,BLFA09,2
WorldWideWeb,TGO45,2
WorldWideWeb,BLT14,2
WorldWideWeb,PF33,2
WorldWideWeb,PF41,2
WorldWideWeb,CPL15,2
WorldWideWeb,CPL53,2
WorldWideWeb,CPL77,2
WorldWideWeb,CPRD15,2
WorldWideWeb,CPRD30,2
WorldWideWeb,CTP170,2
WorldWideWeb,CTP200,2
WorldWideWeb,CBP6,2
WorldWideWeb,CBCM3,2
WorldWideWeb,NG1,2
WorldWideWeb,NG3,2
WorldWideWeb,OFF_FR_1557,2
WorldWideWeb,C119030,2
WorldWideWeb,CAD60,2
WorldWideWeb,CAD61,2
WorldWideWeb,CAD08C,2
WorldWideWeb,CAD06,2
WorldWideWeb,CAD51,2
WorldWideWeb,CAD53A,2
WorldWideWeb,CAD52,2
WorldWideWeb,CAD12B,2
WorldWideWeb,CAD13D,2
WorldWideWeb,CAD19,2
WorldWideWeb,CAD24B,2
WorldWideWeb,CAD29A,2
WorldWideWeb,CAD43A,2
WorldWideWeb,CAD38B,2
WorldWideWeb,CAD205E,2
WorldWideWeb,CAD55,2
WorldWideWeb,CAD57,2
WorldWideWeb,CQF55,2
WorldWideWeb,A14,2
WorldWideWeb,C12G,2
WorldWideWeb,C10G,2
WorldWideWeb,C09G,2
WorldWideWeb,CFA220,2
WorldWideWeb,CFA240,2
WorldWideWeb,CFA255,2
WorldWideWeb,CFA266,2
WorldWideWeb,CFA300,2
WorldWideWeb,CFA320,2
WorldWideWeb,CAS06C,2
WorldWideWeb,CAS202,2
WorldWideWeb,CAS217,2
WorldWideWeb,CAS215,2
WorldWideWeb,CAS221,2
WorldWideWeb,CAS08A,2
WorldWideWeb,CAS09,2
WorldWideWeb,CAS12,2
WorldWideWeb,CAS15A,2
WorldWideWeb,CAS15C,2
WorldWideWeb,CAS15J,2
WorldWideWeb,CAS26,2
WorldWideWeb,CAS58C,2
WorldWideWeb,CAS61,2
WorldWideWeb,CAS63,2
WorldWideWeb,CAS65,2
WorldWideWeb,COS,2
WorldWideWeb,COT60,2
WorldWideWeb,CAT21,2
WorldWideWeb,CAD12C,2
WorldWideWeb,CAD12D,2
WorldWideWeb,CAD21D,2
WorldWideWeb,CAS05B,2
WorldWideWeb,CAD53B,2
WorldWideWeb,4DVX245,2
WorldWideWeb,DAP40,2
WorldWideWeb,DAP51,2
WorldWideWeb,CB12108,2
WorldWideWeb,RBOX20,2
WorldWideWeb,CB12109FP,2
WorldWideWeb,RCP40,2
WorldWideWeb,PDT00289,2
WorldWideWeb,CE8090,2
WorldWideWeb,CE10060,2
WorldWideWeb,KITCE6060,2
WorldWideWeb,120802B,2
WorldWideWeb,CKM06,2
WorldWideWeb,OFF_FR_15028,2
WorldWideWeb,BACF150,2
WorldWideWeb,BEP435,2
WorldWideWeb,BFAT30,2
WorldWideWeb,BFAT90,2
WorldWideWeb,OFF_FR_1874,2
WorldWideWeb,BTAR20,2
WorldWideWeb,BCC110,2
WorldWideWeb,BCC150,2
WorldWideWeb,CFA235,2
WorldWideWeb,BL104,2
WorldWideWeb,BL150,2
WorldWideWeb,CAS79,2
WorldWideWeb,OFF_FR_15044,2
WorldWideWeb,BFSA30,2
WorldWideWeb,OFF_FR_1569,2
WorldWideWeb,OFF_FR_1597,2
WorldWideWeb,OFF_FR_1563,2
WorldWideWeb,OFF_FR_1598,2
WorldWideWeb,CHV25P,2
WorldWideWeb,OFF_FR_1447,2
WorldWideWeb,OFF_FR_1564,2
WorldWideWeb,OFF_FR_1577,2
WorldWideWeb,KSRP01,2
WorldWideWeb,CBFACX,2
WorldWideWeb,ISOP21,2
WorldWideWeb,CFAD265,2
WorldWideWeb,CAM30,2
WorldWideWeb,RF2,2
WorldWideWeb,R1020,2
WorldWideWeb,PDT228580,2
WorldWideWeb,INST50B,2
WorldWideWeb,PAPSLG,2
WorldWideWeb,OND200,2
WorldWideWeb,PAM01,2
WorldWideWeb,PM100,2
WorldWideWeb,PKR728,2
WorldWideWeb,PKR72100,2
WorldWideWeb,PAPKC,2
WorldWideWeb,OFF_FR_1737,2
WorldWideWeb,PLM025C,2
WorldWideWeb,PLAK8,2
WorldWideWeb,PLAK5,2
WorldWideWeb,PLAK6444,2
WorldWideWeb,PLAK3422,2
WorldWideWeb,PLAK11,2
WorldWideWeb,CCT30,2
WorldWideWeb,PL512,2
WorldWideWeb,PDT02389,2
WorldWideWeb,OFF_FR_1472,2
WorldWideWeb,PDT00349,2
WorldWideWeb,COIN16,2
WorldWideWeb,COIN35,2
WorldWideWeb,PROF22,2
WorldWideWeb,PROFU35,2
WorldWideWeb,PROFU70,2
WorldWideWeb,PROFU15,2
WorldWideWeb,PAG120,2
WorldWideWeb,C143510,2
WorldWideWeb,BM10,2
WorldWideWeb,MCB100B,2
WorldWideWeb,MCB50B,2
WorldWideWeb,GBL200,2
WorldWideWeb,MCB50P,2
WorldWideWeb,SACB14,2
WorldWideWeb,MCB160C,2
WorldWideWeb,SCB43,2
WorldWideWeb,SCB22,2
WorldWideWeb,SCB9,2
WorldWideWeb,DTM,2
WorldWideWeb,FM13,2
WorldWideWeb,MCM1552,2
WorldWideWeb,C980212,2
WorldWideWeb,BO500,2
WorldWideWeb,OFF_FR_15116,2
WorldWideWeb,1000LC,2
WorldWideWeb,M500C,2
WorldWideWeb,M250C,2
WorldWideWeb,OK250,2
WorldWideWeb,BK202008B,2
WorldWideWeb,BK262605B,2
WorldWideWeb,MN16,2
WorldWideWeb,OFF_FR_15110,2
WorldWideWeb,PDT02005,2
WorldWideWeb,PDT498588,2
WorldWideWeb,19937,2
WorldWideWeb,SE88,2
WorldWideWeb,PDT00643,2
WorldWideWeb,103354,2
WorldWideWeb,BCB250,2
WorldWideWeb,OFF_FR_15113,2
WorldWideWeb,OFF_FR_1207,2
WorldWideWeb,LG8X,2
WorldWideWeb,OFF_FR_1869,2
WorldWideWeb,CL375TPE,2
WorldWideWeb,PDT00623,2
WorldWideWeb,375450,2
WorldWideWeb,OFF_FR_1539,2
WorldWideWeb,103704B,2
WorldWideWeb,PDT00708,2
WorldWideWeb,SPS23F,2
WorldWideWeb,SA18728KD,2
WorldWideWeb,850378S,2
WorldWideWeb,103066,2
WorldWideWeb,E1C1020,2
WorldWideWeb,OFF_FR_15125,2
WorldWideWeb,PDT00770,2
WorldWideWeb,PDT00852,2
WorldWideWeb,G179721,2
WorldWideWeb,PDT00766,2
WorldWideWeb,C35C,2
WorldWideWeb,SV4060,2
WorldWideWeb,PDT220583,2
WorldWideWeb,NEU4,2
WorldWideWeb,200382,2
WorldWideWeb,PDT01945,2
WorldWideWeb,KR300N,2
WorldWideWeb,MLBI0350N,2
WorldWideWeb,OFF_FR_9842,2
WorldWideWeb,OFF_FR_9743,2
WorldWideWeb,OFF_FR_9737,2
WorldWideWeb,C227540,2
WorldWideWeb,38667,2
WorldWideWeb,OFF_FR_9835,2
WorldWideWeb,38672,2
WorldWideWeb,OFF_FR_9859,2
WorldWideWeb,OFF_FR_9857,2
WorldWideWeb,OFF_FR_9880,2
WorldWideWeb,OFF_FR_9878,2
WorldWideWeb,39304,2
WorldWideWeb,18121,2
WorldWideWeb,21399,2
WorldWideWeb,16939,2
WorldWideWeb,OFF_FR_15103,2
WorldWideWeb,ARBC221,2
WorldWideWeb,ARBC170,2
WorldWideWeb,CO168B2,2
WorldWideWeb,PDT01431,2
WorldWideWeb,CK19251,2
WorldWideWeb,733033,2
WorldWideWeb,733037,2
WorldWideWeb,PDT157582,2
WorldWideWeb,CAD216T,2
WorldWideWeb,PDT00841,2
WorldWideWeb,CU100C,2
WorldWideWeb,PDT00855,2
WorldWideWeb,OFF_FR_1528,2
WorldWideWeb,C221213,2
WorldWideWeb,SF00050,2
WorldWideWeb,HD16K,2
WorldWideWeb,163073,2
WorldWideWeb,PE12B,2
WorldWideWeb,PE19B,2
WorldWideWeb,39918,2
WorldWideWeb,PR15OG,2
WorldWideWeb,PR16A,2
WorldWideWeb,C231812,2
WorldWideWeb,11347,2
WorldWideWeb,3002BNR,2
WorldWideWeb,1019B,2
WorldWideWeb,21301,2
WorldWideWeb,561,2
WorldWideWeb,22001,2
WorldWideWeb,3271KB,2
WorldWideWeb,PDT01605,2
WorldWideWeb,R10O,2
WorldWideWeb,DD75,2
WorldWideWeb,DB75,2
WorldWideWeb,RA2,2
WorldWideWeb,PDT01168,2
WorldWideWeb,PAMBLC,2
WorldWideWeb,PAMJC,2
WorldWideWeb,PAMNG,2
WorldWideWeb,PAMTA,2
WorldWideWeb,PAMVP,2
WorldWideWeb,BP375IV,2
WorldWideWeb,BF125R,2
WorldWideWeb,BFC25N,2
WorldWideWeb,BTV10B,2
WorldWideWeb,BTV12KR,2
WorldWideWeb,OFF_FR_1666,2
WorldWideWeb,PET17B,2
WorldWideWeb,PET25B,2
WorldWideWeb,PCH122OR,2
WorldWideWeb,BSP02N,2
WorldWideWeb,SPP15CHO,2
WorldWideWeb,PCHS9R,2
WorldWideWeb,PCHS9VO,2
WorldWideWeb,SAZ12,2
WorldWideWeb,SAZ16,2
WorldWideWeb,SPP15KVO,2
WorldWideWeb,PDT01087,2
WorldWideWeb,KB19BR,2
WorldWideWeb,KB19OR,2
WorldWideWeb,MA19B,2
WorldWideWeb,MA30B,2
WorldWideWeb,MA40N,2
WorldWideWeb,PE12G,2
WorldWideWeb,PPL18KR,2
WorldWideWeb,PPL27KR,2
WorldWideWeb,SA35,2
WorldWideWeb,SA04,2
WorldWideWeb,OFF_FR_0921,2
