Source,Target,Traffic
MCB50C,ViewOrdersSimpleOrderSearch,3
OFF_FR_537,C1513,3
OFF_FR_537,C1530,3
OFF_FR_537,OFF_FR_306,3
OFF_FR_480,home,3
OFF_FR_480,C141020,3
C141020,C141020,3
SCB10,PDT01316,5
SCB27,home,3
SCB16,PDT01316,5
SCB16,PDT01264,3
PDT01258,C1140,3
PDT01258,PDT248584,3
PDT01258,C121010,3
C141050,PDT248584,3
C1410,C159510,3
C1410,C1160,3
C1410,PDT01852,3
C1410,C1436,3
C1410,LUR100FE,3
C1410,LUR100A,3
C1410,C2311,3
C1410,cms_000047,3
C1410,C1216,3
C1410,C2120,3
C1410,ViewOrderTemplateViewAll,3
C1410,C1899,3
C141070,C141020,3
C143760,PDT39575,3
C1437,C1436,3
C1437,C2316,3
C1437,ViewUserAccountStart,3
C1437,C13,3
C142020,C1450,3
C142020,C142020,3
C142020,C142010,3
C142020,C14,3
PDT01268,OFF_FR_387,3
PDT01273,C1450,3
MD52,C142010,3
MD52,ViewParametricSearchSimpleOfferSearch,3
OFF_FR_385,OFF_FR_434,3
OFF_FR_385,MCM604,3
OFF_FR_385,C1710,3
OFF_FR_385,C1340,3
OFF_FR_387,PDT35576,3
OFF_FR_387,C1410,3
OFF_FR_387,PDT01273,3
OFF_FR_387,C1710,3
C142010,PDT01273,6
SACM2,SACM2,3
PDT02181,C1360,3
PDT01281,PDT248585,3
PDT01281,ViewParametricSearchSimpleOfferSearch,3
C142030,PDT01281,3
C1420,PDT01264,3
C1420,C1735,3
C1420,ViewCartView,3
OFF_FR_1982,home,3
OFF_FR_1982,PDT00357,3
C14,PDT02285,3
C14,OFF_FR_434,3
C14,C141050,3
C14,C143730,3
C14,C143750,3
C14,C22,3
C14,C20,3
C14,C1765,3
C14,C1720,3
C14,C1860,3
C14,C1340,3
/catalogues,C15,3
/catalogues,cms_000085,3
/catalogues,C1190,3
/catalogues,cms_000047,3
/catalogues,C20,3
/catalogues,C1216,3
/catalogues,ViewOrderTemplateViewAll,3
/catalogues,cms_000026,3
/catalogues,cms_000090,3
/catalogues,C13,3
cms_000003,cms_000032,3
cms_000032,C1513,3
cms_000032,C159510,3
cms_000032,cms_000019,3
cms_000032,ViewCartView,3
cms_000032,PDT547580,3
cms_000032,cms_000039,3
cms_000032,cms_000147,3
cms_000032,cms_000011,3
cms_000033,ViewHeaderViewReference,3
cms_000033,C1310,3
cms_000030,cms_000020,3
cms_000030,cms_000147,3
/CUSTOMV2/,ADP80K6,3
/CUSTOMV2/,OFF_FR_2058,3
/CUSTOMV2/,C1560,3
/CUSTOMV2/,C1140,3
/CUSTOMV2/,C1420,3
/CUSTOMV2/,C14,3
/CUSTOMV2/,cms_000093,3
/CUSTOMV2/,C2313,3
/CUSTOMV2/,cms_000073,3
/CUSTOMV2/,C1211,3
/CUSTOMV2/,C1632,3
/CUSTOMV2/,C1652,3
/CUSTOMV2/,C1653,3
/CUSTOMV2/,ViewDataStart,16
/CUSTOMV2/,cms_000026,3
/CUSTOMV2/,cms_000039,3
/CUSTOMV2/,C19,3
C229913,OFF_FR_15125,5
C229911,C2275,3
C2235,PDT00670,3
C2235,PDT00651,3
C2235,C2313,3
C2235,C13,3
C221211,C2212,3
C221211,ViewStandardCatalogBrowse,3
C2212,C2230,3
C2212,C2260,3
C2212,PDT02009,3
C2212,PDT00855,3
C2212,C221213,3
C2212,C22,3
C9919,PDT01299,3
C9919,PDT39575,3
C9919,PDT00222,3
C9917,PDT01835,3
C9917,cms_000047,3
cms_000056,cms_000060,3
cms_000056,cms_000010,3
C9924,C9924,3
C9924,OFF_FR_1109,3
C9924,PDT00664,3
C9924,C2299,3
C9922,C1720,3
cms_000058,cms_000058,3
cms_000058,cms_000061,3
C9918,PDT09582,3
C9918,OFF_FR_0954,3
C9918,OFF_FR_15047,3
cms_000055,cms_000054,3
cms_000054,C11,3
cms_000054,C2270,3
cms_000054,C2318,3
cms_000054,PDT02536,3
cms_000054,cms_000045,3
cms_000054,cms_000011,3
C980202,PDT531588,3
C980213,OFF_FR_285,3
C980213,OFF_FR_0952,3
C980214,OFF_FR_1874,3
C980214,cms_000010,3
C980203,PDT00285,3
C980203,PDT02423,3
cms_000048,C11,3
cms_000048,cms_000054,3
cms_000048,cms_000073,3
cms_000048,C1212,3
cms_000048,C12,3
cms_000048,cms_000006,3
BA150,OFF_FR_1439,3
TA95,OFF_FR_1263,3
OFF_FR_1442,C221413,3
OFF_FR_1441,C2214,3
OFF_FR_1263,C2214,3
PDT02006,744871,3
PDT02006,C221312,3
PDT02006,PDT205580,3
PDT02006,C22,3
OFF_FR_055,BT500,3
OFF_FR_15119,C2213,3
OFF_FR_15116,C221312,3
PDT00755,PDT00756,3
PDT00603,C2213,3
PDT00602,OK800,3
PDT00602,C221411,3
PDT00601,C2214,3
OK800,PDT00602,3
OK800,OK800,3
744871,PDT02006,3
C221312,OFF_FR_15116,3
C221312,OFF_FR_15114,3
C221312,C2240,3
C221312,C2260,3
C221312,C22,6
C221312,C11,3
OFF_FR_326,C2260,3
PDT205580,PDT08579,3
PDT08577,PDT08577,3
PDT08579,PDT00824,3
PDT08579,OFF_FR_1770,3
PDT00638,OFF_FR_1108,3
PDT00638,PDT524580,3
PDT00638,ViewParametricSearchSimpleOfferSearch,3
PDT00824,OFF_FR_0734,3
PDT00824,PDT00823,3
PDT00824,PDT524580,3
OFF_FR_0734,C221214,3
BK202005B,PDT08577,3
BK202005B,BK202005B,3
BK121105BF,PDT08579,3
C221411,PDT00756,3
C221411,PDT01998,3
C221411,C221411,3
C221411,C2214,3
PDT00639,C227011,3
OFF_FR_15108,C221313,3
PDT00681,POT75C,3
PDT00641,C227012,3
C2213,C2212,3
C2213,OFF_FR_15119,3
C2213,PDT00758,3
C2214,C2212,3
C2214,OFF_FR_1260,3
C2214,OFF_FR_1441,3
C2214,OFF_FR_1263,3
C2214,PDT00601,3
C2214,C2255,3
BCB185,PDT339580,3
C221311,C22,3
